Name,BR ID,Hit streaks (old to new),No hit streaks (old to new),Avg. hit streak-length,Avg. no-hit streak-length,Current hit streak type,Current hit streak,Strikeout streaks (old to new),No strikeout streaks (old to new),Avg. strikeout streak length,Avg. no strikeout streak length,Current strikeout streak type,Current strikeout streak,Exception Message
Tim Anderson,anderti01,"[4, 3, 1, 4, 5, 1, 4, 2, 4, 2, 2, 1, 3, 2, 1, 2, 6, 3, 1, 1, 2, 5, 2, 1, 1, 3, 7]","[2, 3, 2, 2, 2, 1, 1, 1, 1, 3, 7, 1, 1, 2, 1, 1, 2, 1, 1, 1, 2, 2, 1, 1, 1, 1, 2]",2.7037037037037037,1.7037037037037037,dry streak,2,"[6, 1, 2, 5, 1, 3, 1, 1, 1, 2, 2, 1, 2, 3, 4, 4, 8, 1, 1, 2, 1, 3, 16, 2, 3, 3, 1, 2]","[1, 1, 1, 1, 1, 2, 2, 2, 1, 3, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 2]",2.9285714285714284,1.3214285714285714,strikeout streak,2,
Kole Calhoun,calhoko01,"[2, 1, 8, 2, 2, 1, 1, 2, 4, 1]","[1, 1, 2, 1, 1, 2, 3, 2, 2, 2]",2.4,1.7,dry streak,2,"[3, 1, 3, 1, 1, 2, 5, 1, 3, 7]","[1, 1, 2, 2, 1, 1, 1, 2, 2, 1]",2.7,1.4,no strikeout streak,1,
Kyle Garlick,garliky01,"[1, 2, 2]","[1, 2, 1, 5]",1.6666666666666667,2.25,dry streak,5,"[5, 2, 2]","[1, 2, 1, 1]",3.0,1.25,no strikeout streak,1,
Hunter Dozier,doziehu01,"[1, 3, 1, 1, 1, 1, 3]","[2, 3, 1, 2, 2, 5, 1, 2]",1.5714285714285714,2.25,dry streak,2,"[1, 1, 2, 5, 1, 2, 2, 1, 4]","[1, 2, 1, 1, 1, 2, 1, 1]",2.111111111111111,1.25,strikeout streak,4,
Trevor Larnach,larnatr01,"[1, 4, 1, 2, 1, 2, 3, 4, 3, 1, 2, 2, 1, 1]","[1, 1, 1, 3, 2, 1, 1, 3, 3, 5, 1, 1, 2]",2.0,1.9230769230769231,hit streak,1,"[3, 13, 2, 4, 5, 2, 6, 2, 5]","[1, 1, 2, 1, 1, 1, 1, 2, 1]",4.666666666666667,1.2222222222222223,no strikeout streak,1,
Garrett Cooper,coopega03,"[4, 4, 1, 5, 2, 3, 1, 2, 2, 3, 2, 1, 1, 2, 8, 1, 2, 3, 3, 2, 2, 1, 4, 6, 3, 1, 1, 2, 1]","[2, 1, 1, 2, 1, 1, 3, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 3, 3, 2, 1, 4, 2, 2]",2.5172413793103448,1.6428571428571428,hit streak,1,"[1, 2, 1, 3, 10, 4, 6, 1, 2, 3, 4, 1, 2, 2, 3, 1, 4, 1, 2, 1, 4, 2, 1, 2, 1, 2, 13, 2, 1]","[1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 2, 1, 1, 2, 1, 1, 1, 3, 1, 2, 2]",2.8275862068965516,1.3214285714285714,strikeout streak,1,
Jake Rogers,rogerja03,"[3, 2, 1, 1, 1, 2, 2, 1, 1, 3, 1, 2, 5, 9, 1, 1, 1, 1, 1, 2, 2, 2, 1, 7, 1]","[1, 3, 1, 3, 2, 2, 3, 7, 3, 1, 1, 2, 1, 1, 3, 1, 1, 2, 1, 3, 1, 2, 2, 1, 1]",2.16,1.96,hit streak,1,"[5, 1, 2, 1, 1, 3, 3, 3, 1, 2, 7, 2, 5, 7, 4, 2, 2, 1, 2, 3, 2, 11, 4]","[1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 2, 2, 1, 1, 2, 1, 3]",3.217391304347826,1.3181818181818181,strikeout streak,4,
Drew Waters,waterdr01,"[1, 1, 2, 2, 1, 1, 1, 3, 5, 2, 3, 2, 1, 1, 2, 2, 2, 3, 1, 3, 1, 4, 1, 2, 2, 1]","[2, 1, 1, 3, 2, 1, 2, 2, 1, 3, 1, 1, 2, 1, 2, 2, 1, 1, 4, 1, 1, 1, 1, 5, 1, 1]",1.9230769230769231,1.6923076923076923,dry streak,1,"[2, 3, 2, 5, 3, 5, 1, 7, 1, 2, 1, 6, 1, 2, 3, 3, 2, 5, 1, 1, 1, 3, 2]","[1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 2, 1, 3, 2, 2, 1, 1, 3]",2.6956521739130435,1.4545454545454546,strikeout streak,2,
Adolis Garcia,garciad02,"[2, 2, 2, 2, 4, 3, 1, 1, 2, 1, 1, 1, 4, 2, 2, 7, 1, 1, 1, 7, 6, 1, 3, 2, 1, 1, 9, 2, 1, 1, 1, 3, 1, 1, 1, 3, 2, 3]","[2, 3, 1, 1, 1, 1, 1, 3, 2, 1, 1, 1, 2, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 3, 1, 1, 3, 1, 2, 1, 1, 1, 1, 1, 3, 1]",2.3421052631578947,1.4324324324324325,hit streak,3,"[3, 1, 5, 3, 2, 7, 2, 4, 1, 4, 1, 6, 3, 6, 5, 2, 9, 2, 6, 1, 6, 1, 21, 4, 3, 2]","[1, 1, 1, 1, 2, 2, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1]",4.230769230769231,1.2307692307692308,no strikeout streak,1,
Jake Bauers,bauerja01,"[1, 1, 4, 1, 2, 2, 2, 5, 1, 5, 1, 4, 2, 3, 1, 1, 1, 1]","[1, 3, 1, 6, 3, 2, 1, 3, 1, 3, 1, 1, 2, 2, 9, 3, 1, 1]",2.111111111111111,2.4444444444444446,hit streak,1,"[5, 1, 4, 1, 1, 2, 3, 4, 5, 2, 9, 4, 10, 2, 2, 8]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1]",3.9375,1.1875,strikeout streak,8,
Edwin Rios,riosed01,"[1, 1]","[2, 7, 7]",1.0,5.333333333333333,dry streak,7,"[5, 1, 1, 2, 2, 1]","[1, 2, 1, 1, 1]",2.0,1.2,strikeout streak,1,
Franchy Cordero,cordefr02,"[4, 2, 1, 1, 2]","[1, 1, 10, 1, 1]",2.0,2.8,dry streak,1,"[2, 7, 1, 2, 2, 4]","[1, 1, 2, 1, 1]",3.0,1.2,strikeout streak,4,
Josh Jung,jungjo01,"[5, 1, 10, 2, 1, 1, 2, 4, 14, 5, 2, 1, 3, 3, 5, 2, 5, 2, 1, 3, 2, 2, 1, 4]","[1, 1, 1, 1, 3, 1, 1, 2, 1, 2, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 3]",3.375,1.4,dry streak,3,"[2, 2, 2, 10, 1, 2, 8, 14, 1, 3, 1, 1, 3, 1, 17, 6, 1, 4, 3, 2, 5, 1]","[1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1]",4.090909090909091,1.1818181818181819,no strikeout streak,1,
Taylor Trammell,trammta01,"[1, 1, 1, 1, 1, 1]","[2, 2, 3, 2, 1, 6]",1.0,2.6666666666666665,dry streak,6,"[2, 1, 5, 2, 2, 3]","[2, 1, 1, 1, 1, 1]",2.5,1.1666666666666667,no strikeout streak,1,
Jonathan Arauz,arauzjo01,"[1, 1, 2, 1, 2, 1]","[3, 2, 4, 3, 6, 1]",1.3333333333333333,3.1666666666666665,dry streak,1,"[1, 1, 3, 2, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 2, 2, 2, 3, 2]",1.3333333333333333,1.6666666666666667,no strikeout streak,2,
Sandy Leon,leonsa01,"[2, 2, 1, 1]","[2, 3, 5, 2, 3]",1.5,3.0,dry streak,3,"[2, 1, 1, 1, 5, 3]","[1, 1, 1, 1, 2, 1, 1]",2.1666666666666665,1.1428571428571428,no strikeout streak,1,
Jorge Polanco,polanjo01,"[8, 4, 3, 7, 2, 1, 2, 3, 3, 3, 1, 5, 3, 2, 6, 4]","[2, 1, 1, 4, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1]",3.5625,1.3333333333333333,hit streak,4,"[3, 2, 2, 1, 5, 1, 1, 4, 2, 2, 2, 4, 1, 6, 1, 1, 3, 12]","[1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 2, 3, 1, 1]",2.9444444444444446,1.263157894736842,no strikeout streak,1,
Wil Myers,myerswi01,"[1, 3, 2, 3, 1, 2, 2, 1, 3]","[2, 1, 2, 2, 3, 2, 3, 1, 3]",2.0,2.111111111111111,dry streak,3,"[3, 5, 1, 1, 7, 5, 3, 3]","[2, 1, 1, 1, 1, 1, 1, 1]",3.5,1.125,no strikeout streak,1,
Josh Donaldson,donaljo02,"[2, 1, 1, 1, 1, 3, 1, 2, 2, 2, 4]","[3, 1, 2, 4, 5, 2, 2, 2, 1, 2, 1]",1.8181818181818181,2.272727272727273,dry streak,1,"[3, 3, 4, 2, 2, 5, 1, 4, 1, 2, 2, 1]","[2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 3]",2.5,1.3636363636363635,strikeout streak,1,
Nick Pratto,prattni01,"[4, 1, 1, 2, 1, 3, 1, 3, 2, 7, 1, 4, 1, 1, 2, 2, 2, 1, 3, 2, 1, 3, 2]","[1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 3, 1, 2, 3, 3, 3, 3, 3, 1]",2.1739130434782608,1.6666666666666667,dry streak,1,"[6, 1, 2, 1, 4, 6, 13, 1, 2, 5, 2, 7, 4, 2, 1, 1, 4, 2, 2, 2]","[1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1]",3.4,1.1,no strikeout streak,1,
J.D. Martinez,martijd02,"[1, 1, 1, 4, 2, 1, 2, 4, 16, 3, 2, 6, 4, 1, 1, 4, 5, 1, 3, 1, 4, 1, 3, 1, 2]","[1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 4, 1, 1, 3, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1]",2.96,1.375,hit streak,2,"[8, 2, 3, 2, 2, 3, 2, 3, 4, 4, 1, 7, 6, 1, 1, 7, 11, 4, 2, 1, 1, 3, 2, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 2, 1]",3.375,1.1304347826086956,strikeout streak,1,
Joey Votto,vottojo01,"[1, 2, 5, 1, 1, 2, 3, 2, 1, 1, 1, 1, 2, 2, 2]","[2, 6, 3, 1, 5, 2, 3, 1, 2, 1, 3, 1, 2, 3]",1.8,2.5,hit streak,2,"[10, 3, 2, 5, 2, 1, 5, 2, 10, 1, 1, 1, 1]","[1, 1, 1, 2, 1, 1, 1, 1, 1, 4, 1, 1, 2]",3.3846153846153846,1.3846153846153846,strikeout streak,1,
Yu Chang,changyu01,"[1, 1, 2, 1, 2, 4, 3]","[9, 2, 1, 1, 2, 3, 5, 2]",2.0,3.125,dry streak,2,"[1, 2, 5, 1, 1, 2, 5, 4, 2, 2, 1]","[1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1]",2.3636363636363638,1.0833333333333333,no strikeout streak,1,
Trayce Thompson,thomptr01,"[1, 3, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1]","[5, 2, 21, 2, 1, 3, 1, 4, 1, 5, 3, 2]",1.3333333333333333,4.166666666666667,dry streak,2,"[4, 1, 5, 4, 4, 1, 1, 1, 3, 1, 1, 1, 9, 1, 3, 2, 3, 1]","[1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1]",2.5555555555555554,1.1764705882352942,strikeout streak,1,
Eugenio Suarez,suareeu01,"[2, 7, 2, 4, 1, 2, 1, 3, 1, 1, 3, 2, 1, 2, 2, 2, 1, 2, 2, 1, 2, 4, 3, 2, 5, 4, 6, 1, 2, 4, 7, 1, 1, 1, 3, 2, 1, 4, 1]","[1, 1, 1, 2, 1, 2, 2, 1, 3, 1, 1, 1, 4, 1, 2, 2, 1, 1, 1, 1, 1, 2, 1, 5, 2, 1, 1, 1, 1, 1, 2, 1, 1, 3, 2, 1, 2, 1, 1]",2.4615384615384617,1.5384615384615385,dry streak,1,"[1, 3, 2, 1, 19, 2, 5, 1, 5, 17, 2, 8, 1, 7, 3, 3, 3, 3, 20, 4, 6, 2, 3, 1, 4, 4]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1]",5.0,1.04,strikeout streak,4,
Abraham Almonte,almonab01,[1],"[1, 6]",1.0,3.5,dry streak,6,[5],[3],5.0,3.0,no strikeout streak,3,
Isan Diaz,diazis01,[1],"[4, 3]",1.0,3.5,dry streak,3,"[4, 3]",[1],3.5,1.0,strikeout streak,3,
Jo Adell,adelljo01,"[3, 1, 1, 3]","[2, 1, 1]",2.0,1.3333333333333333,hit streak,3,"[1, 5, 4]","[1, 1]",3.3333333333333335,1.0,strikeout streak,4,
Roberto Perez,perezro02,"[1, 1]","[1, 2]",1.0,1.5,dry streak,2,"[3, 1]",[1],2.0,1.0,strikeout streak,1,
Manny Pina,pinama01,[2],[2],2.0,2.0,hit streak,2,"[1, 2]",[1],1.5,1.0,strikeout streak,2,
Abraham Toro,toroab01,"[1, 4]","[1, 1, 2]",2.5,1.3333333333333333,dry streak,2,"[1, 1, 1, 1]","[1, 1, 1, 1, 1]",1.0,1.0,no strikeout streak,1,
Cole Tucker,tuckeco01,"[2, 1]","[1, 1]",1.5,1.0,hit streak,1,[2],"[1, 2]",2.0,1.5,no strikeout streak,2,
Jason Vosler,vosleja01,"[1, 3, 1, 1, 2]","[1, 2, 5, 2, 2]",1.6,2.4,dry streak,2,"[1, 2, 6, 1, 1, 4]","[1, 1, 1, 1, 1]",2.5,1.0,strikeout streak,4,
Oneil Cruz,cruzon01,"[4, 3]","[1, 1]",3.5,1.0,dry streak,1,"[1, 5]","[1, 1, 1]",3.0,1.0,no strikeout streak,1,
Mickey Moniak,moniami01,"[3, 2, 3, 2, 3, 4, 3, 1, 1, 17, 1, 1, 2, 2, 1, 1, 2, 3, 3]","[1, 1, 2, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 3, 4, 1, 1, 3]",2.8947368421052633,1.5555555555555556,hit streak,3,"[2, 6, 1, 6, 4, 1, 3, 3, 13, 1, 2, 7, 5, 3, 11]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",4.533333333333333,1.0,no strikeout streak,1,
Chris Owings,owingch01,"[1, 1, 2]","[4, 1, 1]",1.3333333333333333,2.0,dry streak,1,"[1, 2, 1, 3]","[1, 1, 1]",1.75,1.0,strikeout streak,3,
Michael Perez,perezmi03,[1],[1],1.0,1.0,dry streak,1,[1],[1],1.0,1.0,strikeout streak,1,
